age,gender,income,education,marital_status,credit_score,loan_amount,employment_status,dependents,home_ownership,loan_purpose,loan_status
33,Male,120,High School,Divorced,685,29,Retired,2,Mortgage,Personal,Approved
51,Male,138,High School,Married,466,40,Retired,0,Rent,Personal,Approved
40,Female,104,PhD,Married,771,10,Employed,4,Own,Car,Approved
67,Female,97,Bachelor,Widowed,439,4,Retired,2,Mortgage,Car,Rejected
59,Male,123,PhD,Widowed,528,3,Retired,5,Mortgage,Education,Approved
41,Female,91,PhD,Widowed,372,13,Employed,2,Mortgage,Car,Rejected
66,Male,122,Master,Divorced,727,21,Retired,3,Own,Home,Approved
30,Female,96,Bachelor,Single,598,8,Employed,5,Rent,Business,Rejected
35,Male,129,High School,Divorced,535,9,Unemployed,0,Mortgage,Business,Rejected
30,Male,38,Bachelor,Widowed,396,46,Self-Employed,0,Mortgage,Business,Approved
66,Male,149,Master,Divorced,777,1,Employed,2,Own,Education,Rejected
54,Male,81,PhD,Widowed,790,14,Unemployed,3,Rent,Education,Approved
60,Female,122,Bachelor,Single,595,12,Retired,3,Own,Home,Rejected
56,Female,119,Master,Divorced,705,36,Unemployed,1,Rent,Business,Rejected
59,Female,71,PhD,Single,746,22,Employed,1,Own,Home,Approved
34,Male,68,High School,Single,574,36,Employed,2,Rent,Car,Approved
32,Female,119,Bachelor,Widowed,319,45,Employed,5,Mortgage,Business,Rejected
35,Female,145,High School,Divorced,726,16,Employed,0,Own,Home,Rejected
40,Male,137,High School,Divorced,660,11,Unemployed,5,Rent,Education,Approved
68,Male,73,Master,Single,609,3,Self-Employed,3,Mortgage,Education,Rejected
47,Male,138,Master,Widowed,655,34,Self-Employed,3,Mortgage,Education,Approved
51,Female,117,PhD,Single,326,25,Unemployed,3,Rent,Home,Rejected
21,Female,55,High School,Single,346,26,Self-Employed,0,Own,Home,Rejected
20,Male,100,Master,Single,755,3,Retired,1,Mortgage,Home,Approved
24,Female,104,Master,Single,411,20,Unemployed,2,Rent,Personal,Rejected
35,Male,102,High School,Divorced,674,31,Unemployed,1,Own,Business,Approved
59,Female,82,PhD,Married,614,49,Unemployed,3,Mortgage,Personal,Rejected
24,Male,86,High School,Divorced,425,1,Self-Employed,5,Rent,Personal,Rejected
57,Female,22,PhD,Widowed,306,26,Unemployed,5,Mortgage,Car,Rejected
23,Female,61,PhD,Married,659,25,Unemployed,3,Own,Car,Approved
39,Female,43,Master,Single,661,11,Employed,0,Own,Education,Rejected
18,Male,63,High School,Divorced,563,16,Employed,0,Mortgage,Personal,Approved
21,Male,148,High School,Married,574,20,Self-Employed,0,Own,Car,Rejected
63,Male,134,Master,Single,695,42,Employed,2,Own,Personal,Approved
66,Female,55,Bachelor,Divorced,612,38,Retired,4,Rent,Business,Rejected
69,Male,57,Bachelor,Married,791,2,Employed,5,Mortgage,Personal,Approved
67,Female,101,High School,Divorced,703,29,Employed,4,Mortgage,Education,Approved
60,Male,48,Master,Married,676,7,Unemployed,5,Rent,Home,Rejected
46,Male,60,PhD,Widowed,840,49,Retired,2,Own,Education,Rejected
38,Female,107,PhD,Divorced,619,40,Retired,5,Mortgage,Personal,Approved
43,Female,67,High School,Divorced,524,45,Employed,2,Mortgage,Personal,Rejected
31,Male,133,Master,Married,755,25,Self-Employed,2,Rent,Home,Rejected
26,Male,41,High School,Widowed,588,4,Unemployed,1,Own,Education,Rejected
64,Female,118,High School,Divorced,580,43,Self-Employed,5,Rent,Education,Rejected
29,Female,36,Master,Widowed,716,34,Self-Employed,2,Mortgage,Personal,Approved
59,Male,105,High School,Widowed,783,25,Self-Employed,1,Own,Business,Rejected
68,Female,80,PhD,Divorced,837,8,Retired,5,Own,Car,Rejected
68,Male,108,Bachelor,Single,612,32,Self-Employed,0,Rent,Personal,Rejected
23,Male,100,PhD,Married,356,18,Self-Employed,5,Own,Personal,Approved
37,Male,114,Bachelor,Divorced,422,40,Retired,3,Mortgage,Car,Approved
41,Female,78,Master,Widowed,589,11,Employed,4,Mortgage,Home,Rejected
44,Male,73,High School,Married,609,37,Retired,3,Mortgage,Personal,Rejected
55,Male,145,Bachelor,Divorced,527,39,Retired,4,Own,Business,Approved
25,Female,67,Master,Married,305,36,Employed,0,Own,Home,Rejected
18,Female,87,Master,Married,742,10,Self-Employed,4,Mortgage,Home,Approved
66,Female,126,Master,Widowed,609,6,Self-Employed,0,Rent,Home,Rejected
66,Male,97,PhD,Single,301,45,Employed,5,Mortgage,Personal,Approved
41,Female,96,PhD,Single,674,16,Self-Employed,3,Rent,Home,Approved
64,Female,46,Bachelor,Married,545,25,Employed,1,Mortgage,Education,Rejected
24,Male,107,Bachelor,Widowed,771,34,Retired,5,Rent,Personal,Rejected
36,Male,91,PhD,Widowed,603,31,Self-Employed,5,Rent,Personal,Rejected
39,Male,66,Bachelor,Divorced,357,47,Self-Employed,4,Own,Car,Rejected
52,Male,122,Bachelor,Married,524,8,Unemployed,5,Rent,Home,Approved
47,Female,40,High School,Divorced,725,17,Self-Employed,2,Own,Personal,Rejected
46,Male,134,Bachelor,Widowed,501,14,Unemployed,1,Mortgage,Business,Approved
39,Female,76,Master,Married,817,30,Self-Employed,1,Rent,Business,Rejected
28,Male,124,High School,Single,329,18,Unemployed,0,Rent,Personal,Rejected
37,Male,114,Bachelor,Single,450,46,Employed,3,Mortgage,Personal,Approved
46,Female,129,High School,Divorced,847,36,Self-Employed,2,Mortgage,Business,Rejected
68,Female,46,Master,Married,409,21,Employed,3,Rent,Business,Rejected
58,Female,147,Bachelor,Widowed,420,31,Unemployed,3,Rent,Education,Rejected
59,Male,95,High School,Divorced,540,33,Unemployed,1,Own,Business,Rejected
51,Male,54,Bachelor,Single,329,23,Unemployed,2,Own,Education,Approved
18,Female,117,High School,Widowed,765,38,Unemployed,4,Rent,Personal,Approved
48,Female,55,High School,Married,764,5,Retired,2,Rent,Home,Rejected
47,Male,85,Master,Single,536,15,Employed,0,Mortgage,Home,Approved
65,Female,75,Master,Widowed,670,30,Unemployed,5,Mortgage,Car,Approved
35,Female,113,Bachelor,Single,448,16,Self-Employed,1,Own,Education,Rejected
34,Male,125,PhD,Married,673,40,Unemployed,2,Own,Business,Rejected
55,Female,103,Bachelor,Divorced,815,29,Employed,0,Mortgage,Education,Approved
31,Male,37,High School,Widowed,732,28,Retired,4,Mortgage,Car,Approved
40,Male,144,Master,Widowed,551,6,Employed,3,Mortgage,Car,Approved
42,Male,21,Master,Married,772,5,Self-Employed,3,Mortgage,Education,Rejected
32,Female,95,High School,Single,835,38,Retired,0,Mortgage,Business,Approved
63,Female,45,PhD,Single,345,25,Employed,1,Mortgage,Personal,Rejected
39,Female,66,Master,Single,838,28,Unemployed,3,Own,Personal,Rejected
20,Female,49,PhD,Widowed,734,1,Self-Employed,1,Mortgage,Personal,Approved
36,Male,75,Master,Widowed,575,14,Self-Employed,1,Rent,Car,Rejected
61,Male,138,High School,Single,807,19,Retired,3,Rent,Education,Rejected
51,Female,149,Bachelor,Widowed,394,31,Employed,4,Rent,Car,Rejected
52,Female,40,Bachelor,Divorced,445,15,Self-Employed,5,Rent,Business,Rejected
67,Female,87,PhD,Married,701,19,Retired,2,Own,Home,Approved
18,Female,145,Bachelor,Married,803,38,Unemployed,5,Rent,Car,Approved
69,Male,62,High School,Widowed,714,32,Unemployed,3,Own,Business,Rejected
38,Female,119,Bachelor,Divorced,575,31,Retired,2,Rent,Business,Rejected
46,Male,142,PhD,Divorced,625,37,Employed,1,Mortgage,Business,Approved
23,Female,112,High School,Single,555,26,Unemployed,4,Mortgage,Home,Rejected
54,Female,148,High School,Married,812,48,Unemployed,1,Mortgage,Personal,Approved
18,Female,135,Master,Married,446,41,Retired,4,Mortgage,Education,Rejected
68,Male,134,Master,Married,594,25,Employed,5,Own,Car,Rejected
18,Female,138,Bachelor,Widowed,674,47,Unemployed,5,Mortgage,Home,Rejected
44,Male,112,PhD,Divorced,355,40,Employed,5,Mortgage,Business,Rejected
38,Male,28,High School,Single,525,8,Retired,0,Own,Home,Rejected
70,Female,92,Bachelor,Widowed,818,4,Employed,5,Rent,Car,Approved
33,Male,45,Bachelor,Single,319,31,Employed,4,Own,Education,Rejected
61,Male,125,Master,Widowed,458,32,Self-Employed,4,Rent,Car,Rejected
57,Male,87,Bachelor,Married,769,34,Unemployed,5,Mortgage,Home,Approved
43,Female,129,Bachelor,Single,665,48,Unemployed,1,Own,Business,Approved
33,Male,150,Master,Divorced,300,3,Unemployed,5,Rent,Business,Rejected
45,Male,44,Bachelor,Divorced,528,41,Employed,5,Own,Personal,Approved
18,Female,40,Bachelor,Widowed,582,26,Retired,3,Rent,Personal,Rejected
53,Female,73,High School,Married,418,4,Employed,3,Mortgage,Education,Rejected
27,Male,20,Bachelor,Widowed,526,2,Unemployed,2,Mortgage,Education,Approved
60,Male,147,Master,Single,323,19,Unemployed,0,Mortgage,Personal,Rejected
34,Male,20,Master,Divorced,607,23,Unemployed,4,Rent,Personal,Approved
40,Male,29,High School,Divorced,606,25,Unemployed,2,Mortgage,Car,Rejected
24,Female,59,Master,Divorced,793,47,Retired,5,Own,Car,Rejected
61,Female,64,Master,Divorced,807,7,Self-Employed,4,Rent,Business,Approved
70,Male,106,Master,Single,610,8,Employed,4,Own,Business,Rejected
24,Female,46,Bachelor,Divorced,388,3,Retired,0,Rent,Personal,Rejected
61,Male,69,High School,Widowed,574,23,Self-Employed,0,Rent,Car,Approved
32,Female,80,PhD,Divorced,779,47,Unemployed,2,Own,Personal,Rejected
51,Female,32,High School,Single,756,33,Retired,3,Mortgage,Personal,Rejected
63,Male,104,High School,Married,654,48,Retired,4,Own,Education,Rejected
62,Male,103,High School,Married,561,28,Retired,1,Mortgage,Personal,Rejected
21,Male,39,PhD,Divorced,475,22,Employed,2,Own,Business,Rejected
31,Male,50,PhD,Married,703,35,Self-Employed,4,Rent,Education,Rejected
31,Female,27,Master,Single,529,34,Self-Employed,0,Own,Car,Rejected
33,Female,43,Bachelor,Divorced,622,30,Employed,5,Own,Business,Rejected
24,Male,52,Master,Single,576,47,Self-Employed,0,Rent,Home,Approved
49,Female,61,Master,Married,574,36,Unemployed,0,Mortgage,Car,Rejected
36,Female,113,PhD,Married,516,14,Retired,0,Mortgage,Home,Rejected
19,Male,56,Master,Divorced,489,9,Self-Employed,5,Rent,Business,Rejected
27,Male,53,Master,Married,317,22,Self-Employed,3,Mortgage,Car,Approved
67,Female,72,PhD,Divorced,713,28,Retired,3,Mortgage,Home,Approved
34,Male,115,High School,Divorced,483,41,Unemployed,4,Mortgage,Home,Rejected
54,Male,124,High School,Widowed,542,14,Unemployed,4,Rent,Car,Approved
29,Female,67,PhD,Widowed,725,15,Self-Employed,2,Rent,Personal,Approved
23,Female,59,Bachelor,Widowed,352,37,Unemployed,0,Own,Business,Rejected
39,Male,107,Master,Single,525,24,Employed,0,Own,Business,Approved
49,Female,62,High School,Married,618,34,Retired,5,Own,Education,Approved
58,Male,36,PhD,Married,668,49,Retired,1,Mortgage,Car,Approved
37,Male,121,Bachelor,Widowed,547,43,Employed,1,Own,Business,Rejected
18,Female,130,Master,Divorced,476,45,Unemployed,0,Mortgage,Home,Rejected
64,Female,89,PhD,Divorced,775,44,Unemployed,1,Mortgage,Car,Approved
70,Male,79,PhD,Divorced,312,3,Retired,1,Mortgage,Home,Approved
23,Male,96,PhD,Divorced,660,23,Employed,0,Own,Car,Approved
36,Male,54,Master,Single,588,20,Employed,3,Own,Home,Approved
35,Female,35,High School,Married,730,45,Retired,3,Own,Home,Rejected
23,Male,57,Master,Widowed,638,15,Self-Employed,4,Mortgage,Car,Approved
62,Female,51,Master,Single,333,43,Retired,3,Mortgage,Education,Rejected
50,Male,26,High School,Married,623,16,Self-Employed,0,Rent,Home,Rejected
40,Female,65,PhD,Single,850,7,Self-Employed,1,Rent,Car,Approved
40,Male,37,Bachelor,Divorced,755,33,Self-Employed,0,Mortgage,Personal,Rejected
43,Female,90,Bachelor,Single,524,19,Retired,2,Rent,Personal,Rejected
30,Male,59,High School,Single,432,18,Employed,1,Mortgage,Education,Rejected
24,Male,107,High School,Divorced,779,41,Employed,0,Rent,Car,Rejected
32,Male,97,PhD,Divorced,520,18,Employed,4,Mortgage,Education,Approved
61,Male,24,Bachelor,Widowed,700,3,Retired,4,Rent,Home,Rejected
44,Female,105,Bachelor,Widowed,359,3,Retired,1,Mortgage,Personal,Rejected
43,Female,41,PhD,Married,431,36,Unemployed,3,Own,Education,Rejected
50,Female,93,High School,Widowed,692,16,Retired,4,Rent,Home,Rejected
32,Female,109,High School,Widowed,313,43,Employed,5,Mortgage,Personal,Rejected
53,Female,98,PhD,Married,734,23,Unemployed,2,Own,Education,Approved
62,Male,138,High School,Single,773,23,Retired,5,Mortgage,Home,Approved
44,Female,148,Master,Single,450,15,Retired,5,Own,Business,Rejected
22,Female,97,High School,Single,769,9,Retired,5,Mortgage,Personal,Rejected
19,Female,55,Master,Divorced,710,40,Unemployed,1,Mortgage,Home,Rejected
50,Female,114,Bachelor,Married,644,38,Unemployed,2,Mortgage,Business,Rejected
33,Male,47,Bachelor,Single,495,18,Self-Employed,1,Rent,Education,Rejected
40,Male,117,High School,Widowed,843,38,Unemployed,3,Own,Business,Rejected
55,Male,54,PhD,Widowed,372,6,Employed,0,Own,Personal,Approved
33,Male,81,High School,Widowed,493,44,Employed,5,Own,Car,Approved
31,Female,106,PhD,Married,491,37,Retired,1,Rent,Education,Rejected
46,Female,127,Bachelor,Married,729,46,Employed,0,Rent,Business,Rejected
43,Male,144,Bachelor,Widowed,800,6,Employed,1,Own,Home,Rejected
52,Male,98,Bachelor,Divorced,516,21,Employed,3,Rent,Car,Rejected
32,Female,144,PhD,Divorced,784,30,Employed,2,Rent,Car,Rejected
20,Female,80,PhD,Single,659,28,Unemployed,0,Own,Education,Rejected
40,Male,45,Bachelor,Single,608,20,Employed,2,Mortgage,Business,Rejected
46,Male,76,High School,Single,720,19,Retired,1,Mortgage,Personal,Approved
51,Male,61,PhD,Single,710,14,Unemployed,5,Own,Business,Approved
50,Male,41,Master,Single,816,1,Self-Employed,1,Rent,Business,Rejected
58,Female,109,Bachelor,Married,542,27,Employed,3,Rent,Education,Rejected
58,Female,77,PhD,Married,471,32,Self-Employed,1,Own,Education,Rejected
40,Female,26,Bachelor,Divorced,759,29,Self-Employed,3,Own,Home,Approved
24,Male,70,Master,Divorced,664,31,Retired,1,Own,Personal,Approved
20,Female,109,High School,Married,377,25,Self-Employed,5,Own,Education,Rejected
49,Female,127,Master,Divorced,789,7,Employed,2,Rent,Home,Approved
48,Male,28,High School,Widowed,831,39,Retired,1,Mortgage,Car,Rejected
35,Male,57,High School,Divorced,825,46,Retired,0,Own,Home,Approved
60,Male,130,PhD,Widowed,505,16,Unemployed,4,Rent,Personal,Approved
24,Male,32,High School,Widowed,590,44,Retired,0,Own,Home,Approved
58,Male,26,High School,Single,803,11,Self-Employed,0,Mortgage,Home,Rejected
18,Male,86,High School,Divorced,727,18,Employed,3,Own,Education,Rejected
31,Female,60,Bachelor,Widowed,770,44,Unemployed,1,Rent,Personal,Approved
69,Female,35,PhD,Divorced,812,42,Self-Employed,2,Own,Home,Rejected
49,Female,63,PhD,Divorced,623,5,Retired,1,Mortgage,Business,Rejected
23,Female,69,High School,Married,554,2,Employed,4,Rent,Home,Rejected
56,Female,37,Bachelor,Married,350,10,Retired,1,Rent,Car,Rejected
27,Female,70,High School,Single,399,26,Unemployed,4,Mortgage,Car,Rejected
24,Male,22,PhD,Divorced,763,24,Unemployed,4,Own,Home,Approved
43,Male,108,PhD,Married,798,26,Employed,0,Own,Home,Rejected
51,Male,73,PhD,Widowed,536,16,Self-Employed,4,Rent,Business,Rejected
47,Female,68,PhD,Widowed,771,25,Employed,4,Mortgage,Home,Rejected
53,Female,47,Bachelor,Single,697,38,Self-Employed,5,Rent,Education,Rejected
38,Male,57,Master,Widowed,456,6,Employed,2,Rent,Personal,Approved
34,Male,47,Master,Divorced,597,12,Unemployed,5,Mortgage,Business,Rejected
50,Male,51,Bachelor,Widowed,313,9,Unemployed,3,Mortgage,Home,Rejected
27,Male,60,High School,Single,415,49,Retired,1,Mortgage,Education,Rejected
68,Male,55,PhD,Single,438,42,Unemployed,2,Own,Home,Approved
64,Female,122,PhD,Widowed,374,8,Retired,3,Rent,Business,Rejected
59,Female,55,PhD,Divorced,659,31,Unemployed,0,Rent,Business,Rejected
68,Female,126,Bachelor,Married,323,41,Unemployed,2,Own,Car,Rejected
29,Male,145,Bachelor,Divorced,705,32,Retired,2,Mortgage,Car,Approved
33,Female,106,PhD,Divorced,625,7,Employed,0,Own,Home,Rejected
58,Male,85,PhD,Divorced,633,32,Employed,4,Rent,Personal,Rejected
49,Female,89,High School,Widowed,628,42,Employed,0,Own,Education,Approved
32,Male,98,Master,Married,599,25,Self-Employed,1,Rent,Car,Rejected
44,Male,112,Bachelor,Divorced,388,33,Self-Employed,0,Own,Car,Rejected
45,Female,111,Master,Married,314,28,Unemployed,2,Own,Personal,Rejected
34,Female,41,PhD,Single,600,11,Unemployed,0,Rent,Business,Rejected
63,Female,39,Master,Married,617,31,Unemployed,1,Rent,Home,Rejected
67,Female,52,Master,Widowed,477,10,Retired,4,Own,Home,Rejected
19,Female,109,Bachelor,Single,761,2,Self-Employed,4,Own,Education,Rejected
53,Male,69,Bachelor,Single,568,46,Self-Employed,3,Own,Personal,Rejected
67,Female,29,High School,Divorced,404,44,Employed,5,Own,Personal,Rejected
24,Female,98,PhD,Married,816,4,Self-Employed,3,Rent,Personal,Approved
30,Male,56,High School,Single,638,22,Retired,1,Mortgage,Business,Rejected
32,Female,78,Bachelor,Single,691,45,Retired,3,Rent,Personal,Approved
42,Male,107,High School,Married,440,28,Retired,4,Mortgage,Business,Approved
40,Female,123,Master,Married,468,10,Retired,5,Rent,Home,Rejected
39,Female,82,Master,Single,316,2,Unemployed,4,Mortgage,Business,Rejected
43,Male,40,Bachelor,Single,843,49,Retired,3,Rent,Home,Rejected
50,Female,123,Master,Married,304,31,Employed,0,Mortgage,Education,Rejected
28,Female,98,PhD,Widowed,436,42,Retired,4,Own,Personal,Rejected
27,Female,56,Bachelor,Married,461,23,Self-Employed,3,Own,Education,Rejected
42,Female,64,PhD,Widowed,762,16,Retired,3,Mortgage,Personal,Rejected
54,Male,62,Bachelor,Single,737,9,Employed,1,Own,Education,Rejected
65,Male,135,Bachelor,Divorced,681,43,Self-Employed,1,Mortgage,Car,Approved
60,Female,104,Master,Married,681,6,Self-Employed,4,Mortgage,Car,Approved
70,Female,103,Bachelor,Single,781,25,Self-Employed,2,Own,Business,Rejected
55,Male,22,Bachelor,Single,654,4,Unemployed,3,Own,Education,Rejected
58,Male,123,High School,Divorced,544,48,Self-Employed,0,Rent,Personal,Rejected
62,Female,106,Master,Married,775,12,Unemployed,2,Mortgage,Home,Approved
41,Male,130,PhD,Single,764,24,Retired,3,Rent,Business,Approved
57,Male,106,Bachelor,Widowed,489,27,Employed,2,Mortgage,Business,Rejected
63,Male,110,PhD,Divorced,793,48,Self-Employed,3,Mortgage,Car,Rejected
50,Male,54,High School,Widowed,822,3,Retired,3,Rent,Education,Rejected
34,Female,115,Bachelor,Married,834,12,Unemployed,2,Own,Education,Rejected
41,Male,105,PhD,Widowed,581,47,Unemployed,1,Rent,Business,Rejected
54,Female,135,Master,Divorced,729,30,Employed,3,Own,Car,Rejected
19,Female,111,High School,Single,552,12,Retired,4,Own,Home,Rejected
49,Male,21,High School,Divorced,342,41,Employed,2,Mortgage,Car,Approved
41,Female,143,PhD,Single,781,42,Employed,5,Rent,Education,Approved
26,Female,23,Bachelor,Single,440,40,Self-Employed,1,Rent,Home,Rejected
21,Male,128,Bachelor,Widowed,810,45,Self-Employed,0,Own,Business,Approved
34,Male,130,Master,Divorced,836,22,Employed,3,Own,Home,Rejected
34,Male,53,Master,Divorced,569,15,Self-Employed,5,Mortgage,Business,Rejected
70,Female,106,Bachelor,Single,660,28,Retired,3,Mortgage,Car,Rejected
67,Female,32,High School,Divorced,594,17,Unemployed,5,Own,Home,Rejected
65,Female,26,Master,Married,774,44,Unemployed,4,Mortgage,Personal,Approved
47,Female,51,Master,Married,771,48,Self-Employed,1,Own,Education,Rejected
57,Male,42,High School,Widowed,460,25,Retired,3,Rent,Business,Rejected
28,Female,66,Bachelor,Widowed,344,43,Self-Employed,5,Mortgage,Home,Rejected
38,Male,48,PhD,Divorced,506,45,Retired,1,Rent,Home,Rejected
38,Male,42,Master,Widowed,407,3,Unemployed,3,Own,Personal,Approved
35,Male,57,High School,Divorced,803,36,Retired,5,Mortgage,Car,Rejected
46,Male,146,Master,Widowed,741,31,Unemployed,0,Own,Personal,Approved
41,Female,63,High School,Married,364,15,Self-Employed,5,Rent,Home,Rejected
27,Male,24,Master,Single,566,46,Retired,4,Mortgage,Education,Rejected
62,Female,59,Bachelor,Single,698,28,Self-Employed,0,Rent,Home,Rejected
34,Male,97,High School,Married,523,43,Employed,0,Rent,Home,Approved
35,Male,125,PhD,Single,588,31,Employed,5,Own,Home,Rejected
59,Male,149,PhD,Divorced,584,45,Self-Employed,2,Rent,Personal,Rejected
65,Female,68,Master,Divorced,485,20,Unemployed,0,Rent,Personal,Rejected
37,Male,142,PhD,Married,525,50,Retired,4,Rent,Business,Rejected
54,Male,54,Master,Married,499,45,Self-Employed,4,Own,Business,Rejected
62,Male,125,High School,Married,803,21,Unemployed,5,Rent,Business,Approved
35,Male,91,High School,Married,310,27,Retired,3,Own,Home,Rejected
34,Female,128,PhD,Single,797,19,Self-Employed,5,Mortgage,Business,Rejected
26,Female,144,PhD,Single,576,36,Self-Employed,0,Mortgage,Business,Rejected
31,Male,90,Bachelor,Single,302,12,Unemployed,1,Own,Car,Rejected
66,Male,58,High School,Divorced,304,35,Retired,2,Mortgage,Personal,Rejected
46,Female,110,PhD,Widowed,820,48,Retired,5,Rent,Business,Approved
48,Female,56,PhD,Divorced,579,33,Unemployed,2,Rent,Personal,Rejected
21,Female,100,PhD,Widowed,722,36,Self-Employed,2,Own,Education,Rejected
35,Male,42,Master,Married,537,41,Unemployed,4,Rent,Car,Rejected
37,Female,24,Bachelor,Married,616,23,Unemployed,4,Mortgage,Education,Approved
64,Male,129,High School,Single,426,13,Self-Employed,3,Mortgage,Personal,Approved
60,Female,37,PhD,Single,603,30,Retired,0,Own,Personal,Rejected
61,Female,46,PhD,Widowed,477,10,Employed,4,Mortgage,Education,Rejected
26,Male,43,PhD,Widowed,789,41,Employed,2,Mortgage,Business,Rejected
30,Female,48,Master,Single,736,20,Unemployed,4,Mortgage,Car,Rejected
32,Male,142,High School,Married,337,6,Retired,5,Own,Personal,Approved
44,Female,147,PhD,Single,782,31,Self-Employed,0,Own,Home,Rejected
32,Male,131,PhD,Married,614,19,Retired,4,Rent,Car,Approved
45,Female,136,Master,Married,783,3,Unemployed,5,Mortgage,Education,Approved
54,Female,52,Master,Divorced,396,10,Retired,0,Mortgage,Personal,Rejected
36,Male,61,Bachelor,Divorced,316,10,Retired,3,Own,Personal,Approved
43,Male,144,Bachelor,Widowed,746,21,Self-Employed,4,Mortgage,Education,Approved
69,Male,23,High School,Married,578,2,Employed,0,Rent,Home,Rejected
43,Male,39,Bachelor,Single,751,45,Retired,5,Mortgage,Home,Rejected
42,Female,87,High School,Married,328,39,Retired,5,Own,Personal,Rejected
43,Female,77,Bachelor,Widowed,845,45,Employed,0,Mortgage,Business,Approved
43,Female,99,PhD,Married,309,30,Retired,5,Rent,Home,Rejected
63,Female,114,Bachelor,Married,400,46,Retired,1,Rent,Home,Rejected
45,Female,23,PhD,Widowed,386,28,Retired,3,Own,Business,Rejected
66,Female,63,High School,Married,769,18,Employed,4,Rent,Home,Approved
35,Male,144,Bachelor,Divorced,600,14,Unemployed,1,Mortgage,Business,Rejected
49,Female,61,Bachelor,Widowed,505,45,Employed,4,Rent,Education,Rejected
70,Female,48,Bachelor,Divorced,381,19,Employed,2,Rent,Car,Rejected
20,Male,63,PhD,Widowed,511,40,Unemployed,2,Own,Car,Rejected
19,Female,74,PhD,Married,418,36,Self-Employed,0,Rent,Education,Rejected
50,Female,99,Bachelor,Divorced,435,41,Employed,1,Own,Home,Rejected
59,Female,132,High School,Divorced,676,12,Retired,0,Mortgage,Car,Rejected
36,Male,40,PhD,Single,727,20,Self-Employed,0,Rent,Education,Rejected
34,Male,97,Master,Divorced,613,34,Self-Employed,0,Mortgage,Car,Approved
61,Female,49,High School,Divorced,703,36,Unemployed,2,Mortgage,Home,Rejected
50,Male,42,High School,Married,542,21,Self-Employed,5,Rent,Business,Rejected
29,Female,24,High School,Divorced,644,19,Retired,0,Rent,Education,Approved
66,Female,82,PhD,Divorced,723,41,Self-Employed,5,Own,Car,Rejected
20,Female,78,Bachelor,Divorced,315,41,Retired,5,Rent,Home,Rejected
60,Male,101,Bachelor,Married,815,43,Unemployed,0,Own,Car,Approved
66,Female,71,Master,Widowed,565,42,Self-Employed,0,Rent,Home,Rejected
43,Female,84,Bachelor,Married,319,35,Employed,0,Rent,Home,Rejected
52,Female,58,Master,Divorced,310,8,Unemployed,1,Rent,Home,Rejected
25,Female,22,Master,Widowed,319,22,Unemployed,4,Rent,Home,Rejected
69,Female,90,Bachelor,Married,578,43,Retired,1,Rent,Education,Rejected
53,Male,34,Master,Married,632,38,Unemployed,3,Own,Business,Approved
70,Female,91,High School,Widowed,846,18,Employed,5,Rent,Education,Rejected
24,Male,89,High School,Single,700,8,Self-Employed,1,Own,Car,Rejected
63,Female,23,High School,Divorced,337,2,Self-Employed,5,Own,Education,Rejected
63,Male,113,PhD,Single,382,20,Self-Employed,5,Rent,Education,Rejected
53,Female,53,Master,Divorced,331,5,Retired,5,Rent,Car,Rejected
33,Female,143,Master,Divorced,353,42,Employed,3,Rent,Business,Rejected
41,Male,55,High School,Single,836,30,Retired,2,Own,Education,Rejected
18,Male,118,PhD,Single,344,18,Self-Employed,4,Mortgage,Home,Rejected
66,Female,99,Bachelor,Divorced,593,44,Self-Employed,0,Mortgage,Education,Rejected
42,Male,85,High School,Widowed,424,23,Employed,3,Own,Car,Rejected
27,Male,110,PhD,Widowed,847,2,Retired,2,Rent,Business,Approved
33,Female,99,Bachelor,Single,643,42,Employed,4,Rent,Education,Rejected
33,Female,78,PhD,Single,722,44,Self-Employed,3,Own,Education,Rejected
25,Female,29,Bachelor,Married,466,37,Employed,2,Rent,Car,Rejected
46,Female,26,Master,Widowed,568,42,Employed,0,Own,Personal,Rejected
56,Female,131,Master,Widowed,493,32,Retired,2,Rent,Personal,Rejected
45,Male,95,PhD,Divorced,423,1,Retired,2,Rent,Education,Approved
23,Female,31,PhD,Married,570,39,Employed,0,Own,Home,Rejected
33,Male,98,Bachelor,Divorced,357,1,Unemployed,5,Mortgage,Education,Approved
37,Female,65,PhD,Married,358,49,Unemployed,5,Mortgage,Personal,Rejected
33,Female,51,PhD,Widowed,749,44,Retired,3,Mortgage,Education,Approved
24,Male,134,Bachelor,Divorced,516,31,Self-Employed,2,Rent,Home,Rejected
58,Female,133,Bachelor,Married,781,39,Self-Employed,0,Mortgage,Business,Approved
31,Male,145,Master,Divorced,543,8,Retired,3,Mortgage,Education,Rejected
60,Male,109,High School,Married,402,3,Retired,0,Mortgage,Car,Approved
43,Male,80,PhD,Single,816,47,Employed,1,Mortgage,Home,Approved
43,Female,80,Bachelor,Divorced,563,12,Self-Employed,3,Mortgage,Education,Rejected
31,Female,121,Master,Single,540,49,Unemployed,1,Mortgage,Personal,Rejected
24,Female,133,High School,Married,528,34,Retired,5,Own,Education,Rejected
50,Female,111,PhD,Divorced,751,49,Retired,2,Mortgage,Personal,Approved
43,Female,148,Master,Married,754,25,Self-Employed,2,Rent,Car,Approved
62,Female,126,High School,Married,843,36,Self-Employed,2,Own,Business,Rejected
